,product_id,title,image_url,price,comment_url,review_count,review_rate
0,4817,米家扫地机器人主刷罩纯白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1535444513.0231748.jpg,39,https://www.mi.com/comment/4817.html,587636,99.9
1,4816,米家扫地机器人尘盒滤网纯白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1535444266.42896411.jpg,39,https://www.mi.com/comment/4816.html,587636,99.9
2,4815,米家扫地机器人边刷纯白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1535444426.79533962.jpg,29,https://www.mi.com/comment/4815.html,587636,99.9
3,4814,米家扫地机器人主刷纯白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1535444075.7451724.jpg,39,https://www.mi.com/comment/4814.html,587636,99.9
4,4347,米家扫地机器人虚拟墙棕色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1557995014.49076576.jpg,39,https://www.mi.com/comment/4347.html,587636,99.9
5,11120,米家扫拖一体机配件拖布,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1573377996.94188526.jpg,39,https://www.mi.com/comment/11120.html,15973,99.9
6,11374,米家扫拖机器人1C配件边刷,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1575513122.46941194.jpg,29,https://www.mi.com/comment/11374.html,2349,99.8
7,11803,米家空气净化器F1白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1584587255.34542067.jpg,1199,https://www.mi.com/comment/11803.html,34,89.5
8,11108,米家空气净化器MAX增强版白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1574074258.80721325.jpg,1999,https://www.mi.com/comment/11108.html,3249,99.4
9,10841,米家空气净化器ProH白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1569564998.1585253.jpg,1599,https://www.mi.com/comment/10841.html,10272,99.5
10,10476,米家空气净化器3,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1565074581.53061893.jpg,899,https://www.mi.com/comment/10476.html,21783,99.8
11,11044,米家新风机A1150风量白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1571387828.96155069.jpg,1599,https://www.mi.com/comment/11044.html,1704,99.1
12,7229,米家空气净化器2S,https://cdn.cnbj0.fds.api.mi-img.com/b2c-miapp-a1/d5a39c5e-28e7-f4c1-57fd-59933f26032b.jpg,699,https://www.mi.com/comment/7229.html,177023,99.7
13,4802,米家空气净化器Pro,https://cdn.cnbj0.fds.api.mi-img.com/b2c-miapp-a1/b315ba2c-3dc0-1352-3fbf-b23ffad1bb0f.jpg,1099,https://www.mi.com/comment/4802.html,295114,99.8
14,9017,米家新风机白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1541418170.92952541.jpg,2399,https://www.mi.com/comment/9017.html,17789,98.8
15,11326,米家电饭煲C13L,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1574391572.30114650.jpg,149,https://www.mi.com/comment/11326.html,47574,99.6
16,9109,米家小饭煲白色,https://cdn.cnbj1.fds.api.mi-img.com/mi-mall/888baa6c94ee18f4dc3f4b5ee7e18fb0.jpg,169,https://www.mi.com/comment/9109.html,94144,99.7
17,9990,米家电饭煲4L白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1559728396.2634058.jpg,249,https://www.mi.com/comment/9990.html,47780,99.7
18,5500,米家IH电饭煲4L白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1586850609.02975060.jpg,449,https://www.mi.com/comment/5500.html,95293,99.7
19,4738,米家IH电饭煲3L白,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1586340981.89362902.jpg,349,https://www.mi.com/comment/4738.html,295176,99.8
20,9530,米家压力IH电饭煲1S白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1553764670.0369286.jpg,799,https://www.mi.com/comment/9530.html,11958,99.3
21,7528,米家电磁炉,http://i8.mifile.cn/b2c-mimall-media/7382a91d1f2611ce859bd6fd8578c994.jpg,299,https://www.mi.com/comment/7528.html,187677,99.7
22,9039,米家电磁炉青春版白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1541385807.77593960.jpg,179,https://www.mi.com/comment/9039.html,63206,99.7
23,10000207,米家电磁炉C1,https://cdn.cnbj1.fds.api.mi-img.com/mi-mall/449d2ef40d2ea8ecd374f04d88f33190.jpg,109,https://www.mi.com/comment/10000207.html,51152,99.7
24,10000206,米家电磁炉A1,https://cdn.cnbj1.fds.api.mi-img.com/mi-mall/2ab7067fb8fcce770216d9f4a4ce4838.jpg,129,https://www.mi.com/comment/10000206.html,14543,99.4
25,7530,知吾煮汤锅米家定制,http://i8.mifile.cn/b2c-mimall-media/91b546daa8c9797bb2602c236178c852.jpg,99,https://www.mi.com/comment/7530.html,163525,99.8
26,10012,米家电磁炉套装锋味定制版锋味定制版,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1560844524.6314944.jpg,399,https://www.mi.com/comment/10012.html,13904,99.6
27,8782,米家｜双立人不锈钢餐具刀叉勺套装,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1567492559.23443379.jpg,199,https://www.mi.com/comment/8782.html,853,99.6
28,11410,米家电水壶1A白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1576224734.95181382.jpg,69,https://www.mi.com/comment/11410.html,45324,99.6
29,3556,米家恒温电水壶白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-miapp-a1/991fad3a-93d2-d905-047d-794718156a6a.jpg,199,https://www.mi.com/comment/3556.html,661217,99.6
30,6419,米家电水壶白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-miapp-a1/761af25d-aebe-7568-dc6d-08e0690d69d2.png,99,https://www.mi.com/comment/6419.html,540945,99.7
31,9529,米家多功能电煮壶白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1554003519.38642131.jpg,299,https://www.mi.com/comment/9529.html,20547,99.6
32,8312,小米米家滤水壶白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1528790321.27625165.png,99,https://www.mi.com/comment/8312.html,219395,99.7
33,8313,小米米家滤水壶滤芯三支装白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1528791063.64331921.jpg,99,https://www.mi.com/comment/8313.html,219395,99.7
34,9659,米家直流变频落地扇1X白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1555985714.86057204.png,289,https://www.mi.com/comment/9659.html,63617,99.5
35,8131,米家直流变频落地扇白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1528336993.80899840.jpg,329,https://www.mi.com/comment/8131.html,76253,99.4
36,11682,米家台灯Lite白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1582881625.51379277.jpg,79,https://www.mi.com/comment/11682.html,5056,99.8
37,9744,米家充电台灯白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1558343708.65254162.jpg,89,https://www.mi.com/comment/9744.html,27817,99.9
38,9743,米家台灯1S白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1559097300.03074345.jpg,149,https://www.mi.com/comment/9743.html,52461,99.8
39,11743,米家LED灯泡蓝牙MESH版十只装,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1583727674.60434877.jpg,299,https://www.mi.com/comment/11743.html,55966,99.9
