,product_id,title,image_url,price,comment_url,review_count,review_rate
0,10993,FunHome保温泡茶杯（茶水分离）白色520ml,https://cdn.cnbj1.fds.api.mi-img.com/mi-mall/796bb79f0bca21724cdc3b415bac78bc.png,99,https://www.mi.com/comment/10993.html,45299,99.3
1,9736,米家驱蚊器智能版白色,https://cdn.cnbj1.fds.api.mi-img.com/mi-mall/c7fafeb31d03dd9bb02b9cb133bb130a.jpg,59,https://www.mi.com/comment/9736.html,35462,98.8
2,9883,米家驱蚊器基础版白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1558924996.70667426.jpg,49,https://www.mi.com/comment/9883.html,27879,98.8
3,9723,米家驱蚊器基础版3个装白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1557804685.13891176.jpg,129,https://www.mi.com/comment/9723.html,139896,99.0
4,11977,米家驱蚊器智能版（3个装）白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1587540302.74425435.jpg,149,https://www.mi.com/comment/11977.html,29,90.6
5,8305,驱蚊片白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-mimall-media/35aba2696a5b8a2c47a156fad1c7c7e5.jpg,29,https://www.mi.com/comment/8305.html,51085,99.7
6,4917,最生活毛巾·青春系列绿色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-mimall-media/6aa3636c2493ec404250e98d07a42d71.jpg,19.9,https://www.mi.com/comment/4917.html,1388851,99.9
7,10342,最生活毛巾·Air（10条装）白色+素蓝,https://cdn.cnbj1.fds.api.mi-img.com/mi-mall/2212bbd7c00dbb8ed1db3d6b9ee2341c.jpg,99,https://www.mi.com/comment/10342.html,40992,99.8
8,11316,MIJOY一次性套装（浴巾+毛巾）白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1574165871.44936239.jpg,9.9,https://www.mi.com/comment/11316.html,13008,99.9
9,10346,最生活浴巾·Air（4条装）白色+素蓝,https://cdn.cnbj1.fds.api.mi-img.com/mi-mall/1ef4ca371e2f79cc414eacc434ae26df.jpg,169,https://www.mi.com/comment/10346.html,6383,99.5
10,10148,赛车手米兔红色,https://cdn.cnbj1.fds.api.mi-img.com/mi-mall/9b9aa17c88f9c7226ec71e82c86b48ea.jpg,49,https://www.mi.com/comment/10148.html,1774,99.8
11,11894,十周年探索米兔灰色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1586251475.16096994.jpg,69,https://www.mi.com/comment/11894.html,491,98.8
12,11822,米兔儿童学习手表4粉色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1585722752.06264395.jpg,879,https://www.mi.com/comment/11822.html,189,97.4
13,11479,米兔儿童学习手表4Pro蓝色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1578297064.431877.jpg,1199,https://www.mi.com/comment/11479.html,1377,98.6
14,11318,米兔儿童电话手表2S红色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1574233460.05887933.jpg,169,https://www.mi.com/comment/11318.html,17771,99.4
15,10327,米兔儿童电话手表3C4G粉色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1564390489.8669887.jpg,379,https://www.mi.com/comment/10327.html,76420,99.2
16,9186,米兔儿童书包2小号浅粉色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1545878132.6273191.jpg,169,https://www.mi.com/comment/9186.html,18595,99.6
17,11945,米兔儿童书包3粉色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1587376695.29534299.jpg,199,https://www.mi.com/comment/11945.html,5,100.0
18,9834,米兔点读笔蓝色,https://cdn.cnbj1.fds.api.mi-img.com/mi-mall/8ecfb7d29b51371785de8b83d05b6428.jpg,179,https://www.mi.com/comment/9834.html,33448,99.8
19,3807,米兔智能故事机白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-miapp-a1/1acf1167-8a6d-cefb-7805-628f78a6aa33.jpg,179,https://www.mi.com/comment/3807.html,487110,99.8
20,10718,多彩指尖积木,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1567563399.00183033.jpg,9.9,https://www.mi.com/comment/10718.html,129241,99.9
21,9283,米兔故事机mini蓝牙版粉色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1548833310.74567137.jpg,139,https://www.mi.com/comment/9283.html,7869,99.8
22,8108,米兔卡片学习机白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-mimall-media/641445f46b5b3cb6928196f47c7658f8.jpg,279,https://www.mi.com/comment/8108.html,19246,99.6
23,9315,米兔婴儿理发器白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1550200700.6491376.jpg,109,https://www.mi.com/comment/9315.html,57882,99.7
24,9029,米兔折叠婴儿推车灰色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1541382619.46034561.png,699,https://www.mi.com/comment/9029.html,14645,99.2
25,9095,米兔积木工程吊车白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1542247089.32395107.jpg,159,https://www.mi.com/comment/9095.html,37995,99.8
26,4674,米兔积木机器人,https://cdn.cnbj0.fds.api.mi-img.com/b2c-miapp-a1/b45d9673-32fa-251a-68b5-791f3cb7e65e.jpg,399,https://www.mi.com/comment/4674.html,94652,99.8
27,6010,米兔积木机器人履带机甲,https://cdn.cnbj0.fds.api.mi-img.com/b2c-miapp-a1/775a9078-896f-2967-d77c-f73642c8161b.jpg,399,https://www.mi.com/comment/6010.html,29663,99.7
28,8107,米兔儿童滑板车蓝,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1553484007.64174630.jpg,219,https://www.mi.com/comment/8107.html,43827,99.8
29,7244,米兔指尖积木白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-mimall-media/075f0a1e2bf1a54cf9a13d6980049920.jpg,9.9,https://www.mi.com/comment/7244.html,461227,99.9
30,9836,小米巨能写黑色10支装,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1559616366.16874615.jpg,9.99,https://www.mi.com/comment/9836.html,438363,99.8
31,9848,小米中性笔10支装白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1560158394.03015626.jpg,24.9,https://www.mi.com/comment/9848.html,78028,99.8
32,5483,米家金属签字笔金色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1568104854.08717848.jpg,24.9,https://www.mi.com/comment/5483.html,886355,99.9
33,2387,小米水质TDS检测笔白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-miapp-a1/T1AdJ_BTYT1RXrhCrK.jpg,39,https://www.mi.com/comment/2387.html,744128,99.9
34,6642,米家金属签字笔专用笔芯纯白色,https://cdn.cnbj0.fds.api.mi-img.com/b2c-shopapi-pms/pms_1568101072.24756676.jpg,6.9,https://www.mi.com/comment/6642.html,222313,99.9
35,9834,米兔点读笔蓝色,https://cdn.cnbj1.fds.api.mi-img.com/mi-mall/8ecfb7d29b51371785de8b83d05b6428.jpg,179,https://www.mi.com/comment/9834.html,33448,99.8
